position COMBINED_rate(cM/Mb) Genetic_Map(cM)
100505 0.3523615634 0.0990276434936466
260980 4.9309922926 0.386343492091632
431502 0.1163997222 1.52106417033321
782706 67.6096977405 3.38434185849021
1485337 0.231129964 6.28213612279974
1687555 0.7095366027 6.56268616948718
1767896 0.732650191 6.71267585598325
1848203 1.1198172997 7.01513974836179
1850564 1.1188968519 7.01778146382912
1850632 1.108409625 7.01785683568362
1851581 1.1084555562 7.01890876000645
1852393 1.1080873393 7.01980852692597
1852626 1.1084843548 7.02006680378063
1852958 1.1078573907 7.02043461243435
1853095 1.1079668911 7.02058640389843
1854678 2.0589697776 7.02384575305637
1855037 2.0701052505 7.0245889208413
1856533 5.2805875861 7.0324886798701
1858019 5.5937264603 7.0412254408924
1958400 0.3773044081 7.70314733882386
1988488 7.1302109599 7.81389831092203
2178986 3.9992308694 8.20528250064622
2219222 4.320461288 8.32650865606655
2279435 0.2669431229 8.57415594450898
2309625 62.0547376578 8.86156537065454
2319663 5.7764253323 9.29260393346335
2470324 14.1373885711 9.67422807306905
2510438 0.0943262367 9.76502805138635
2962004 0.0765013178 10.5022986563129
3192880 2.5162115535 11.1304129835861
3544341 0.0828264761 11.2784519738335
3604447 0.2914948868 11.3436212471286
3684729 1.8735473041 11.608578833377
3785034 22.1183377367 11.8585047747081
3965565 0.002579517 12.4625205599329
4075912 4.0326649813 12.8214374600896
4176341 3.4626480645 13.2723888343848
4548438 0.3233117203 14.2565507687938
4648538 4.5081675259 14.6364044539727
4688713 3.1696886414 14.7394757327669
5019716 1.2152310967 16.0702135448544
5130012 0.086907039 16.3690306959796
5150051 0.1640193839 16.3715267230762
5340447 0.2395882162 17.9790638960766
5791651 0.1957591356 19.9184825014735
6062641 2.487842592 20.6226401256206
6303684 1.2524512888 21.2113274483473
6343808 0.0013973964 21.2162863185213
6353878 0.0007012259 21.2165227947377
6394004 0.1887161617 21.2341565698039
6404117 0.0041901504 21.2363903704815
6464366 11.0336092919 21.3625946920593
6945998 0.5888358023 22.8007212925594
6976115 0.8700049694 22.9595433215666
7477805 0.4390145788 23.7446232474003
7688797 0.4338435187 23.9617029937717
7728909 0.0047005842 24.2016453076445
7839444 0.6014082387 24.2182586338275
7959777 0.2912493977 24.5228303145304
8130279 0.3931033125 24.7823489591965
8250737 0.2830407388 24.868977647844
8421504 0.5236335881 25.0963723974953
8652327 0.1173580387 25.5412600295131
8772874 0.3669348574 25.7922266498245
8812948 0.0117310129 25.9568899319551
9164119 0.8284053617 26.6027772133347
9184214 0.199662075 26.6149984130094
9334776 0.0147113843 26.8320864031262
9374965 0.5082898377 26.8438591002607
9405059 0.1962311832 26.9298281736451
9525601 0.0851979819 27.292385002207
9575884 0.6342357167 27.333344622006
9756655 0.657633201 28.111272456985
10107908 1.2281090095 28.9803205259718
10188245 0.423798828 29.2669948538147
10278715 0.0065143568 29.4048206610203
11182001 0.4231811497 31.1364109494019
11292281 0.0895265427 31.4907923913287
11452847 0.0008994081 31.5505472443023
11854378 0.2907694833 31.8722657600124
11974867 0.2266624149 31.9588821467628
12285972 0.9095647747 32.4380428085492
12386441 0.1621300673 32.63735829557
12416553 0.3197166332 32.6469912057407
12657346 2.0165348877 33.1909834682106
12807695 0.320011592 33.5570569719621
12897812 2.6511421557 33.898410824867
12927879 0.4400257328 33.915226183929
13018450 0.4453022509 34.054386040272
13118901 0.3725279942 34.2797295015033
13138980 0.154506998 34.28457235665
13199299 1.2968988551 34.3221450975969
13229326 0.8495380644 34.4928279461552
13560308 0.8607491684 35.0701962871996
13761058 0.2041106815 35.3883481242558
14524054 0.0869372859 35.7539007421596
14604464 0.2883644643 35.7802059983636
14915539 1.9580712242 35.9819274725347
15026234 0.3207913756 36.1757432200221
15437796 1.3835237456 37.174200580563
15758650 0.3407645503 38.4108976217246
15869075 0.3791355023 38.6193513981142
16019675 0.538126 38.9523241581428
16160141 0.4447484818 39.327867832444
16210246 0.0807843807 39.4934352686515
16300477 0.1448975668 39.5804566073722
16310484 0.6425056296 39.5836880171445
16350498 0.0995949873 39.5939104057747
16420754 0.2658807398 39.6215870480777
16541089 1.0288253184 39.7906261419486
16571189 0.2108672094 39.815340306381
16661366 25.5235558712 39.913827928545
16811992 1.0065283137 40.5972509690966
16882306 1.4908078444 40.90733326834
17072761 0.0394635209 41.0788403583042
17102860 0.2385745818 41.1239273099284
18598683 0.0604847266 43.4220322004129
18889685 0.3551312469 43.5164609085339
18899706 34.7246668939 43.7189052797417
19291116 0.6966544395 44.5103857566962
19361367 0.6893493633 44.5598569757503
19371369 0.1354359933 44.5629040355992
19421514 0.2125769366 44.6195083724403
19762695 0.9236127246 45.5166859240876
19792762 2.3096899935 45.5541634368931
19833016 12.9115432223 45.6744103475759
20114159 0.0008314704 46.6854235591306
20576314 0.0097922216 47.4478540497331
20777263 0.9162141221 47.5022232770496
20867658 0.6302671745 47.6921305206993
20947923 0.4633744586 47.7273575717071
21028015 0.9389454145 47.9908675399725
21138367 0.0249616074 48.0514673639547
21168395 0.0010857147 48.0524940153025
21509962 0.0929195949 48.1294265833422
21901398 0.5640288869 48.3828783165207
22152171 0.0154919829 48.4120574814169
22553477 0.4105428637 48.891826299366
22824238 0.3176667076 49.2592853929457
23004858 0.1371580771 49.4063691375796
23044975 0.2041289739 49.4367104173629
23075036 0.2062443608 49.4644321367833
23095048 0.3821973663 49.4789747997128
23255813 0.189566319 49.657044102945
23285903 0.1868457591 49.7605777213187
23446602 0.1458369042 49.8710874467563
23637093 1.7061993575 50.0053826110902
23727241 0.6597825891 50.0563186141032
24078128 0.2608530071 50.6128609504971
24760377 0.0526410511 51.3434710892983
25921323 0.0539976764 51.692227607958
30225540 0.5220967423 51.9183920292958
30677208 0.1630451984 52.3614029688328
31019024 0.0204437288 52.4069163673264
31199581 3.8529347527 52.5285596502544
31430191 0.0481393096 52.6657402036073
32263624 0.082745322 53.4261291646124
32434456 0.2801568951 53.5305190147052
32675727 0.0911595114 53.6499601877672
32967314 0.0005835354 53.7054174902427
33630148 0.0013673747 53.7469970028865
33780970 0.2320569405 53.7904791885789
34142512 0.0543031193 53.8828750145834
34202645 0.0344831651 53.9016567089529
34333265 0.0077447204 53.9150484945841
34544274 0.0006817073 53.9353200157856
35118000 0.0637104911 54.4867407653669
35500058 1.9178127244 54.5820996406948
35781006 0.070457748 54.688229463559
35821101 0.0025549238 54.693748995759
36142210 0.1714800533 55.3613032044234
36463363 0.0007647393 55.5553640591922
37386377 0.0326696034 57.0801497094821
37416536 0.2502913128 57.0834320315553
37687560 0.4338189473 57.2133727725005
38069734 0.0045238136 57.408977895453
38381076 0.0231749686 57.5868871325484
38531906 0.3487190659 57.7593624372826
38622091 0.4106950257 57.8221680813859
38752456 0.2638253267 57.9803760297544
38842787 0.1825150387 58.2194782335557
39023309 0.4157270962 58.6674152711721
39124041 1.0544681451 58.7975327441367
39134089 0.1207833979 58.9680515087648
39344875 3.4904222881 59.2511646042826
40078196 0.2913034774 59.8200173659335
40298752 0.1551455746 59.8914082510488
40509588 0.302442325 60.1310055392148
40549642 0.0950857249 60.1552581860077
40930888 2.4964859172 60.7950068909592
41031072 0.3844907235 61.3066528903199
41382183 1.7521204698 62.0766282239878
41532600 0.1507581018 62.4195597761525
41623001 0.2767518935 62.5955755170215
41633083 0.2135193733 62.5978424114449
41783638 0.4012600549 62.8033870955287
41853763 1.2744712576 62.9421949550161
41934078 0.3568086782 63.1061381255597
42044344 0.1082726086 63.200285128282
42686823 0.2295826967 64.7805950687173
42777226 1.8250896545 64.8891528686221
43028037 4.0967484738 65.1857137343659
43178667 0.0557262525 65.4773446577301
43480144 4.0393352358 66.2029263110022
43580442 0.1253283082 66.2658558710353
43700825 0.3097518898 66.3599155350996
43951546 0.6979026587 66.5431419556706
44182410 0.007679286 66.9198983877073
44413095 0.0036832799 67.0510197919577
44633889 0.2234711654 67.1511118499029
44714404 0.0088537656 67.2092803158708
44724454 1.4435074276 67.2128522947829
45045928 0.0245576533 68.0236580760285
45196541 7.1114540827 68.2320983297825
45266820 0.6562905057 68.7021965116617
45337038 0.5622393708 68.7494920000698
45387164 2.9303449244 68.831264583961
45588237 0.128302524 69.1380156047191
45738751 1.6952953289 69.5747839051452
45818905 0.3568091671 69.6910357155078
45899241 0.3868970057 69.746479036559
46481888 1.3123620038 70.8839958818134
46542059 60.4759079776 71.166298753164
46782597 1.418631765 71.5292608578498
46792654 1.2710600513 71.6198780747969
46903099 0.1694750775 72.1620106879743
47354494 0.3530185199 73.0923736493976
47605612 0.001667381 73.307444519624
47997175 0.4164133666 73.3925908660186
48017290 0.9780725141 73.4364597628374
48137833 12.0347066478 73.6538918106498
48147865 6.6522615004 73.7356866140416
48398768 0.4095143224 74.2263108127262
48428863 32.0548243222 74.4145515455303
48569278 0.5916459457 74.446851817767
48719679 0.0642868023 74.7017389668468
49732486 0.7119667102 76.5010123488115
49893230 2.9312418354 76.8723472432714
50063604 1.4663223224 77.3907505954154
50174058 2.5728196868 77.8127890460971
51017194 0.0121232942 79.1327275551446
51218359 0.2913906999 79.1784626233896
51509094 0.0758217421 79.6871651588117
51719601 1.0425313801 80.1788076011115
51789815 1.1874643458 80.2637827781489
52292118 2.9650385804 81.496716510084
52392390 2.2534774084 81.7278823719244
52402408 1.0433113049 81.7387474630805
52603103 0.0229458247 82.4424492506686
52643155 0.0141831565 82.4760127977252
52673217 1.110032131 82.4917524832392
52783652 7.7711226458 82.8696673060544
52984431 0.2737905971 83.1722169555436
53104921 0.1314439041 83.2242441298078
53195265 1.7499362903 83.3488473333083
53405782 1.1037300447 83.6337610435897
53486024 1.092918047 84.0124974798217
53546219 0.633263903 84.0841279327706
53556236 1.2975418795 84.0911359075481
53626490 0.3266384559 84.4328921825617
53796860 0.4040222864 84.5613919178266
53977307 0.0128288879 84.6803285955129
54167970 0.2823340804 85.5589342634596
54228134 0.4431891078 85.6020889110259
54298335 0.0034838565 85.7374720032331
54489688 0.0571307666 86.0445794664916
54590167 1.1537560454 86.328492787733
54810882 0.503389017 86.608846105021
54861043 0.0455032009 86.7006117951864
55242470 3.7391280768 87.8653645545127
55272630 0.0423553145 88.0524358638318
55302676 0.375767365 88.1646984150247
55503600 0.5043123449 89.1635931972336
55774426 0.3020480625 89.8748323142915
55784567 0.2872995373 89.8777577767785
55804612 0.2847088491 89.913295298904
55824687 0.5987629284 89.9200844790053
56205793 1.5259612478 90.6611741913888
56316372 1.2625905296 91.5022223062139
56526902 0.6447289215 92.275675014452
56597007 0.1892776245 92.5022229630417
56647111 1.5879384749 92.5703031109545
56938033 0.4450524995 93.2093732404467
56978178 0.0505215183 93.351949194135
57048350 2.8561667233 93.534299588472
57730566 1.1705807887 95.2285743558442
57881016 12.0516145978 95.5528736670085
58252134 0.5202195516 97.238487487474
58432619 0.031425522 98.2328644957993
58603617 0.5065355085 98.3360787082728
58623643 21.1607778523 98.4597563026903
58713972 4.8177655461 98.7951621170705
58894807 3.9398477911 99.147419490252
58934992 1.425536754 99.2040500736142
58965080 0.8888486575 99.227602807108
59075644 0.5487008018 99.456419550242
59346854 0.3396115416 99.9506622338995
60711044 0.1665024267 105.478743573586
60751120 8.2523318384 105.510405656468
61884971 1.7023527316 107.939898613547
61965271 0.4242067642 108.157950797199
62286034 0.2226002298 108.923670281458
62797333 1.1477534312 109.75385286552
