position COMBINED_rate(cM/Mb) Genetic_Map(cM)
371148 0.3829419672 0.419955711818088
581767 0.3348575445 0.681872477069894
1405896 1.4183882328 1.53862027409632
1416037 0.037700107 1.54438176968237
1456080 0.0038559549 1.62419329127053
2258795 0.2170014499 3.15980685955861
2369355 2.389771691 3.37760825262123
2720083 57.9261781564 4.41136147566446
2780239 1.3473275896 4.56725323751429
3121886 0.8629959087 5.53158454374483
3382614 1.0369669927 5.98142422770941
3800383 1.6713539707 6.71660583011514
3820454 0.9618436376 6.77214894031906
3890627 0.5981480812 6.9214294698579
4011186 1.0420448151 7.2802724597567
4051482 0.2120239296 7.3288835717357
4081511 0.0068164429 7.3386283135273
4101517 0.3135459021 7.34400748082713
4121544 1.1975880855 7.35127105038016
4372246 0.3710037261 8.15988808094808
4382300 0.0491277858 8.16621313049107
4602920 0.0916370969 8.62184804848143
5219658 1.0767785842 9.93544971438152
5300019 0.6898051456 10.0862831230568
5360234 0.5303336409 10.2951918248619
5380294 0.5250778575 10.3014596325956
5641415 1.3509271438 11.1319695524842
5892291 7.0712091814 11.8103450187235
5992517 3.4147719166 12.093786966321
6203018 0.5684012473 12.5615783143063
6320054 0.4696169485 12.7761772556863
6322547 0.4913559068 12.777402205962
6323176 0.5327377815 12.7777372980265
6325078 1.1653253929 12.7799537469238
6325130 1.1653253929 12.7800143438443
6325296 1.5023480165 12.780263733615
6325402 1.8394530884 12.7804587156424
6325751 0.6353336097 12.7806804470722
6327060 0.6332876196 12.7815094205662
6328634 0.3572750968 12.7820717715686
6328716 0.186925775 12.7820870994821
6328731 0.0416989838 12.7820877249669
6328968 0.0287318433 12.7820945344137
6329063 0.025911856 12.7820969960401
6329241 4.2369676724 12.7828511762857
6329500 0.0265120026 12.7828580428944
6329601 0.0260983359 12.7828606788263
6329707 0.0260784901 12.7828634431463
6834923 13.1743889834 13.8146064800994
6935239 10.2928604766 14.3336394309686
7186450 0.132220825 15.0624884748298
7397239 0.334944043 15.3049013695453
7517620 0.3084283053 15.4028267442903
7537693 0.2364893681 15.499165097511
8199836 0.3399319256 17.7784206889525
8440572 0.974565961 18.3779629774065
8531037 2.1283061124 18.457632258794
8571139 1.5218992814 18.6935800851939
9223465 0.3124636559 20.1662950293706
9414270 0.3017105574 20.7494571564733
9474514 0.2359963937 20.7722908957297
9605247 0.0016861069 20.8400510445097
9986477 1.5633951444 21.826570135099
10046859 0.0663712961 21.841483208719
10518130 2.3355993536 23.3277073917414
10929342 0.8022464787 24.4864732898484
11150378 5.9008113122 25.6708320082178
11401412 0.0118547161 25.9937233513287
12404974 0.7511888013 28.3635271845418
12475214 0.1987292729 28.444489041568
12565572 0.2733677804 28.5206857057065
12736138 0.2334774191 29.3476861659783
12766247 0.2495981718 29.3720504271796
12776303 0.1078195878 29.3743270144191
13056989 0.1999601912 29.5431663013368
13077044 0.3388257815 29.7355055909564
13578547 0.3650500074 30.1124602472453
14170424 0.0995360015 30.9904100167999
