position COMBINED_rate(cM/Mb) Genetic_Map(cM)
783004 0.5451882676 0.94795573211553
983292 1.6914973042 2.06528180713272
1364767 0.1125107104 3.39749752733364
1414887 0.1496491464 3.42714029168992
2640086 0.5685376711 5.02888474978248
3449479 0.190270519 6.6607357638163
3489644 0.0182614421 6.66711505849444
3589846 0.1175610704 6.73094158511289
4051189 0.5463320717 7.3788951308237
5073887 2.3639856561 9.12427821111536
5214211 3.9231111985 9.69781530311099
5474696 1.3523912786 10.3785654405915
5685017 2.5299184547 11.2213393671921
5785134 25.2889628629 11.435081773468
6436343 1.6091150103 14.0458866492402
6556620 0.2981589872 14.5225513885473
6586658 0.6945980604 14.7552317195222
6676916 1.0286695527 15.1036599985018
6747102 0.780934964 15.215520367511
6817205 1.3289003731 15.4710114391045
7087534 0.4387566707 16.1546760077553
7458193 14.4796156516 16.8615446318665
7648602 1.1499962509 17.7683498771846
7939088 0.6439707752 18.8005608937411
7999128 0.2179907338 18.8773755872065
8210271 0.1531804577 19.3217111260432
8310556 16.7069506455 19.6818091786007
8480832 1.6164812033 20.4689714348201
8777117 1.1938981802 21.0866103155556
9558920 0.3850105083 22.6490209176878
9931251 0.1181263566 23.2884684222036
10342518 9.4740133743 23.7144665672337
11105038 0.2077618143 26.2707842349315
11415741 0.4585781952 26.5432754586004
12739070 0.5817545774 28.9151055379037
13130115 0.2861338777 29.715733162758
13340565 15.1464021762 30.2361485973864
13601213 0.2607581662 30.4443515023595
13701431 0.3004054608 30.5594760983434
14705282 0.0562110923 32.1091488991909
14745327 0.1323549894 32.1120474331769
15683251 0.2836133544 32.3707407298104
16931185 0.1261389944 34.6875939738078
16971229 1.1921235522 34.8440559289257
17051557 0.9363609626 34.8976973258363
17121689 0.2498436044 34.9324089140273
17252033 0.3171299576 35.0747536103311
17583012 1.5075992887 35.8489534933139
17773375 0.1649636561 36.3147981889777
18024092 1.4765335823 36.7159858494196
19229662 0.44085501 38.1436391974247
19360300 0.2558438172 38.5993211402482
19541025 0.0024884251 38.8236209827462
19621323 0.7179645772 38.8628511602023
19952748 0.6890269408 39.0548648483829
20253738 0.2375200204 39.8009832912325
20394166 0.1497936556 40.2115646544261
20731973 0.0005259616 40.6273925394463
20852577 0.0041585046 40.6359943168673
20862577 0.0014085665 40.6360225146678
21086416 2.5379280345 40.7099598408717
21089688 2.525479615 40.718223210172
21090253 2.5214029823 40.719647802857
21091211 2.5214029823 40.7220633069141
21091291 2.5236422551 40.7222651982945
21091747 2.5379178764 40.7234224888461
21091978 2.9937504245 40.7241140451942
21092051 4.1851106308 40.7244195582702
21092126 3.4960717566 40.724681763652
21093491 3.3566487986 40.729263589262
21094849 3.3589096738 40.7338249885991
21095370 3.432439556 40.7356132896077
21095478 3.4330877187 40.7359840630814
21223780 2.3697416893 40.8189174167589
21978599 0.0955802055 41.3026226430399
22390261 0.0614937075 41.3969578454961
22762065 0.3479071262 42.2931704092781
22862335 0.3707182419 42.8340146715829
22962602 5.0648162635 43.1111312831617
23243688 0.8463210651 43.2713610984401
23293764 0.405550351 43.4999494789982
23905676 0.0946849899 44.2543238170184
23975921 0.8170060016 44.3332160465076
24186561 0.4589930934 45.0509987927614
24226740 4.811345435 45.0965046919147
24477405 0.737405672 45.8606767857704
24527550 0.5265376748 46.0788557078124
24878956 0.5468534131 46.7526099828948
25501356 0.0785871006 47.5087094207314
25732537 0.6792972371 47.9985531936639
25742551 37.3214293265 48.0975503496456
25772572 4.7869838143 48.1769655824314
26124193 0.582195193 49.3208426666719
26424994 0.0146466646 49.9428665577032
26595579 0.1225494843 50.2365182007758
27167481 39.2685646058 52.2553946782909
27187546 2.4446246425 52.4305859276543
27769894 0.1464934433 52.991776432027
27980502 0.2407753422 53.5026643379237
30895545 1.0940969451 55.5093182328649
31287148 0.5951018889 55.5960278713355
31497808 0.1330167057 55.7967726528487
47763842 0.0004944257 56.3754839305914
47914171 0.0015519012 56.3816754307874
48115001 0.7534604326 56.5035948544136
48466352 9.6404093442 56.645828376664
48586810 0.0004109304 56.7561045382234
48647017 0.0015640123 56.758904498838
48888272 0.0233281629 56.9530730659667
49088823 1.2115357233 57.1569592482157
49821501 0.5726100735 58.1797051711997
49831566 1.0900107073 58.1907484613879
50875620 1.6272063504 59.5477608743877
50915814 0.4762041854 59.8268190391915
50965904 0.2124027141 59.8436395197145
51076243 2.551985665 60.298900673648
51096349 2.1832830351 60.3586990590617
51126427 0.8339760723 60.3910260086428
51297031 0.2901338771 60.7129115314869
51357210 1.456288167 60.9075576318187
51397353 0.9705655906 60.9314052196083
51457948 1.5815290809 60.995893572869
51477995 0.1790381084 61.0042233620552
51548265 0.2148288041 61.2121363985452
51558328 1.0878045464 61.2168687751518
51789452 18.1667282595 61.5394538578335
52140941 0.3565301883 62.281160350965
52251307 0.5218117968 62.3480547292561
52822958 0.1915461261 63.4269895447142
