position COMBINED_rate(cM/Mb) Genetic_Map(cM)
190639 1.5142081242 0.164436029268071
672684 0.8796595922 0.523024231500317
1374712 1.179558 1.8380825721988
1565371 0.8774462803 2.44228241192918
1826140 0.5499262744 2.85132332480265
1896263 3.6662314286 3.09006250066123
2237301 0.1922257405 4.24363282797775
2317671 0.0193626175 4.60632647424518
2428286 0.5883798889 5.00761125760851
2699110 0.3302664864 6.01420996525466
2789383 0.5263527949 6.42351159877244
2869686 1.3478000847 6.79954285405248
3010222 0.399099206 7.34268306654667
3421396 0.115411017 8.61709740614809
3662125 1.2451505705 9.10244209715899
3692221 0.0731668251 9.27184019859363
3923160 0.0829118313 10.0943759799044
3993252 0.0295896295 10.1335580947228
4213940 0.0018509108 10.3399291799125
4274075 1.3247367821 10.6420950624837
4394313 0.5491169636 10.7836334994797
4414370 0.6204867103 11.0465432191436
4825494 0.1241002227 12.1767939882654
4905892 7.8045665941 12.2633823830985
4965263 0.9629846757 12.4878432876281
4966732 5.6746340939 12.4946702227679
4967017 0.4650481391 12.4948302593309
4967135 0.2715593274 12.4948623033315
4967646 0.18332791 12.4949559838935
4968029 0.1769289458 12.4950237476798
4968065 0.1692673236 12.4950298413034
4968204 0.1690854792 12.495053344185
4968231 0.1685410949 12.4950578947946
4968292 0.1683580981 12.4950681646386
4968498 0.1682185835 12.4951028176668
4968548 0.1682488407 12.4951112301088
4968573 0.1681298501 12.4951154333551
4968706 0.1680315216 12.4951377815474
4968755 0.1679126801 12.4951460092688
4968860 0.1679126801 12.4951636401002
4969207 0.1681765359 12.4952219973581
4969240 0.168663989 12.4952275632698
4969905 0.1688264909 12.4953398328862
4970039 0.1689824816 12.4953624765387
4970426 0.1689854422 12.4954278739049
4970912 0.1689734934 12.4955099950227
4971022 0.1689734934 12.4955285821069
4971568 0.1689734934 12.4956208416343
4971790 0.1689734934 12.4956583537499
4971881 0.1689734934 12.4956737303378
4972328 0.168983802 12.4957492660973
4972764 0.1689962011 12.4958229484409
4973948 0.168964369 12.4960230022538
4974197 0.1688258751 12.4960650398967
4986077 0.4071863801 12.5037866731232
5036328 0.0745510355 12.5721505792253
5196910 1.9718326556 13.0418287872669
6018983 0.0019651181 15.4099984630073
6039021 0.5371886939 15.4502656716755
6520684 0.4431220742 16.4357541612823
6540747 0.1586766672 16.4578904494589
6580848 3.1242268148 16.6184309828166
6681187 0.5090142089 16.7461040064672
6891722 0.3512989743 17.1503505319836
6982127 0.3360642008 17.2597986136015
7092310 0.2167431522 17.4060167998579
7282958 0.5954362508 17.9697937167623
7463407 1.5119712978 18.1304046236441
7984987 1.7334471166 18.8259927467383
8025202 0.0047623862 18.8719454042146
8386640 0.2437550993 19.552133851051
8898369 0.0142620349 20.5184659607366
9068974 0.1315202834 20.6015935674817
9169218 0.1419480029 20.761355380089
9239427 0.0741795616 21.0098274921458
9369862 19.565476798 21.2040747485553
9399928 0.6898934897 21.2757872963083
9450069 0.6925823083 21.4212240233745
9530323 0.0035649555 21.6906694708284
9781148 0.2404436573 22.2548897951918
10102020 0.3445633722 23.1969559756741
10142175 0.7735667877 23.2848094226391
10372810 3.5659563891 23.6545062006468
10693687 0.4854969891 24.9843070027776
10824302 0.325401386 25.0802254433711
10944658 1.0061170316 25.3772953608148
11005150 0.4303053641 25.6133390177265
11275925 0.1219415092 25.9852380919664
11366157 0.9982897433 26.2272982320027
11416364 0.3409889384 26.4140977207195
11436401 0.4505963096 26.5634278785627
11556754 0.2547351057 26.7829914956195
11677173 0.1052012403 26.9715523663593
12108836 0.6049596145 27.5239259584743
12400040 0.0066327294 27.5817104220989
12480301 0.098578172 27.5944015178862
13693812 0.3398519823 28.3815611594007
13723956 0.1637818478 28.3883555479752
13744084 0.0789490254 28.573879121641
14135269 0.1723140715 29.2314333525842
14325944 0.2800739354 29.2981594262344
15268978 0.0027192994 30.4852785749735
15299035 0.0051252 30.4873336084219
15589895 0.1061560873 30.5506595822785
15650080 0.4320899006 30.5737176654808
15921693 0.5183991544 30.668885242988
16172414 3.1340385165 30.9625791611178
16272637 0.0203907042 31.0170470328396
16292705 0.0017354786 31.0491190594189
16684109 1.0597536811 31.6068882825832
16864632 10.533941745 32.2041051267664
16884668 1.5958949137 32.3243809645357
17075414 0.1044091634 32.7712003497218
17296342 0.5798467712 33.1990671635294
17909464 0.1136858254 33.9364644689147
18069888 0.0054168329 34.199697012309
18230730 0.1000340837 34.3185387118792
18240751 0.1404704679 34.3316762056225
18391369 1.1676792498 34.4599867332004
18441501 0.0798556837 34.4845243269113
18662061 0.0026174724 34.6011358902252
19063627 0.0063140109 35.1994176618698
19174564 0.109655485 35.2395207272524
19525952 0.1216534199 35.5442992533525
19616383 0.0035224042 35.5756681158019
20178265 0.147463923 35.8149144067886
20328749 0.0931553171 35.8660260319093
20599667 0.025222213 36.2789333171228
20669942 0.1558060837 36.335547952063
21565116 0.0657897895 36.8443082505157
21825829 0.3628879897 37.2516692429779
22227365 0.1962905634 37.7197776937339
22297726 0.2994280132 37.7279211535986
22709406 0.259640708 38.0629919586336
22759508 0.1865166498 38.0780752393775
22779591 0.4631199652 38.1164498633054
22970501 0.0353680953 38.1829818040735
23150924 0.3071914497 38.3187765330316
23261312 4.8217359467 38.6762125026031
23371520 0.9556944564 38.7445332020758
24495464 8.4046819679 39.4982642964959
25509702 0.2983746582 40.8320495592653
25680392 4.1652829315 40.9594083589163
25820708 1.0208032153 41.1505936619152
25880743 0.336952553 41.1985990426627
26071476 1.0834282045 41.3104643651905
26141651 1.3633977841 41.4113011067295
26462343 0.003685431 41.9587881195048
26763239 0.044328376 42.0942441653112
26963794 0.185169442 42.3470249083148
27936802 0.0755642827 43.2633109525467
28167662 0.0549721469 43.5422002251916
28398411 26.2744646882 43.8448744605676
28568976 0.0063907485 43.8789294860263
28659215 0.3111963176 43.9540781218947
28849970 0.0160391496 44.1160090770769
29020576 10.0639477616 44.1652620767356
29151136 0.0690960001 44.2475545069032
29502370 0.3552915638 44.4292007393856
29582697 0.6565635205 44.4825739636432
29923458 0.5353979938 44.9452415537322
30264746 0.0087707398 45.3648994365614
30375021 0.014503941 45.4172251960845
30415061 36.5996389652 45.4654479795505
31248245 2.3001270812 46.6472098880658
31689824 0.9524836689 47.7821582511863
31719934 1.2295318031 47.8426700592769
31870451 1.8137147088 48.88516811642
32051152 27.5224302202 50.0219127972869
32101400 5.0863369025 50.2416924537658
32462868 0.7454605652 50.5958820352561
32472939 1.3391930526 50.6041940872179
32794030 0.1707256902 51.233334868565
33145760 0.0706052353 51.6233840350597
33165840 0.0723126227 51.6248560934844
33547266 2.8541830448 51.9371707800242
33597403 0.0585727412 52.3792026915624
