position COMBINED_rate(cM/Mb) Genetic_Map(cM)
216039 1.6815985822 0.211022322971852
276336 1.8965767252 0.460863786570723
787923 0.8989308426 1.88414982055124
888320 0.2431815329 2.08251740667644
1912673 0.6412123076 3.87606664480668
2816417 0.2002424993 6.1409167273961
3077219 12.849319913 6.55630071104798
3388004 0.2322398359 7.55799621616347
4025294 0.5249320551 9.30296678698904
4958635 0.100066275 12.0105655475578
5058960 0.4503698874 12.4181877308801
5169371 0.4375453782 12.8175353487764
5239769 0.263568488 13.0349940491453
5711247 1.1224004571 14.0270268671618
5811469 0.2438413879 14.2151158494957
5992129 4.090954644 15.0928391692512
6162754 3.6124108749 15.5777820837918
6202859 3.2712602588 15.7159492246729
6925294 2.2025899877 17.4119022391935
7075882 0.318169898 17.9426037910103
7370502 0.1990072462 18.349179360375
7490759 0.0533253526 18.4874679837068
7600979 0.322103837 18.7566530525831
8012456 1.1147150432 19.6407991525118
8474175 0.8582136222 20.8394965357052
8554330 0.5749444262 20.9966243044159
8614506 0.8665796826 21.0547638332582
8795010 0.7446868138 21.7595847501737
8805087 2.1967871648 21.7700459894217
9035849 0.8490135996 22.1699294382056
9065888 0.4143576826 22.2020217990404
9789317 0.3396025306 22.5726203510736
9809353 0.0988916728 22.5825428210693
9869514 0.1874627615 22.621645830887
9899575 1.0609007209 22.6391113690211
9959681 0.0621848405 22.7338876920186
10356774 1.9862214423 23.4321421859475
10356914 1.6917287462 23.432379027972
10356932 1.4117276658 23.43240443907
10356973 1.215672093 23.4324542816258
10359086 1.2116930724 23.4350145890878
10362224 1.3835981736 23.4393563201565
10362875 1.7186479975 23.4404751600029
10362923 2.0402276514 23.4405730909302
10411135 0.1137864677 23.5709736992431
10551541 0.270318528 23.9081827144783
10762757 0.1445791729 24.0239497540211
11023567 0.8276180648 24.4011775031068
11143801 0.0022078412 24.4338853953002
12047618 1.7287942175 26.052032937164
12118003 30.145532686 26.463596034816
12238317 3.1833838647 26.7339412185381
12439062 1.8634564818 26.9379409189489
12609938 0.4791160906 27.4555980661876
12810654 3.7739371366 27.8919215775847
12900968 1.9855645112 28.1866423567681
13141847 0.8121794345 29.0326864798974
13202019 0.0283369018 29.1277432201769
13643708 0.3727921423 30.0391389787865
13663806 1.2550889835 30.0864590054226
13693885 0.5148758616 30.1223535086516
13714059 1.1129607663 30.13135889202
13734219 5.24510796 30.1613014489355
13804560 0.1181736636 30.1844703243559
13904807 0.2941359817 30.305626915714
13914816 0.4134307477 30.3120246679525
13975053 0.1861475017 30.3980271750631
14005095 0.7376823649 30.4107686287709
14055205 0.2294538341 30.4360200693985
14095271 1.1014679055 30.4706580026862
14607142 0.0805236241 31.0011790309383
14757698 0.0406256192 31.223451650476
14868039 0.4253666257 31.2858582452191
15118854 0.1420442788 31.4891857060469
15329670 0.0151645483 31.9138909916035
16434444 0.2141195323 32.9871208291031
16514609 1.5837507461 33.0639419266483
16735639 3.6232636593 33.2489221567899
16856654 0.4487114507 33.3904916118393
17097536 2.5614560329 33.6889593422197
17197908 0.006068476 33.6966182371701
17509122 0.3483040951 34.0951416577058
17559244 0.1976552739 34.138702214113
17669549 1.6220051018 34.1923979962758
17689577 0.1983638773 34.2025618613447
18000655 0.0154968802 34.3599958492812
18372124 1.7256765845 34.5747496493674
18582754 0.1721375264 34.7773335749505
18833661 0.4823287828 35.1177852201672
18913815 0.0859887075 35.1699167123224
19224607 0.7552483803 35.4591761987703
19686344 0.2306691861 35.616495389461
19716384 0.5812286724 35.6471679710688
19796524 0.7075472303 35.8050313695021
19967091 0.1673505564 36.1747997770033
20157744 0.4164580026 36.5100449600601
20228255 0.2482006317 36.5461147928917
20448814 0.2105887218 37.0609557924443
20790436 1.9482268178 37.6974604521426
20900701 4.0921467256 38.1144271797515
21121451 0.0213180903 38.1926382320864
21171719 0.3143937015 38.2072371801227
21322212 1.0280020928 38.3630779874391
21332221 1.2923904237 38.3704468484065
21633036 0.4162641762 38.7933444126181
22105044 0.2268402382 39.2810525114657
22205397 0.2166581869 39.4852966868948
22365835 0.0834673272 39.8012446441117
22416127 1.2613101349 39.8430327690268
22486348 13.4764342869 39.9672227620884
22526450 0.4345206762 39.9835627959461
22677349 0.0005202619 40.0167321813775
22988385 11.2732494885 40.4755490185991
23088867 0.9501134548 40.5944269990848
23490467 0.2214127718 41.0882504514809
23610893 0.6479886521 41.1095249312719
23821568 42.2818301735 41.5780061712779
24253329 0.2552685431 42.1889313374279
